Invoice_ID,Customer_Type,Gender,store_id,store_location,Product_Line,Unit_Price,Quantity,Cost_of_Goods_Sold_without_tax,Tax 5%,Total_Cost,Gross_Profit,Payment_Mode,order_date,order_Month,order_Day,order_Time,order_Day_Time,Rating,Rating_Type
848-42-2560,Normal,Female,A,Yangon,Fashion accessories,81.9,2,163.8,8.19,172.01,8,Cash,3/5/2019,March,Tuesday,5:43:00 PM,Evening,7.8,Good
532-59-7201,Member,Male,B,Mandalay,Sports and travel,79.9,6,479.6,23.98,503.56,24,Cash,1/31/2019,January,Thursday,2:04:00 PM,Afternoon,5.5,Average
181-94-6432,Member,Male,C,Naypyitaw,Fashion accessories,69.3,2,138.7,6.93,145.59,7,Ewallet,2/5/2019,February,Tuesday,7:05:00 PM,Evening,9.7,Very Good
870-76-1733,Member,Female,A,Yangon,Food and beverages,14.2,5,71.2,3.56,74.71,4,Credit card,2/1/2019,February,Friday,10:08:00 AM,Morning,4.4,Average
423-64-4619,Member,Female,A,Yangon,Health and beauty,15.6,9,140,7,146.95,7,Cash,3/7/2019,March,Thursday,1:12:00 PM,Afternoon,5,Average
227-07-4446,Member,Female,C,Naypyitaw,Electronic accessories,78.1,10,781.3,39.06,820.36,39,Cash,2/10/2019,February,Sunday,8:51:00 PM,Night,4.4,Average
174-36-3675,Member,Male,C,Naypyitaw,Food and beverages,99.4,2,198.7,9.94,208.68,10,Cash,2/14/2019,February,Thursday,5:29:00 PM,Evening,5.2,Average
428-83-5800,Member,Female,C,Naypyitaw,Food and beverages,21.1,3,63.2,3.16,66.4,3,Cash,2/9/2019,February,Saturday,10:25:00 AM,Morning,7.3,Good
603-07-0961,Member,Male,C,Naypyitaw,Electronic accessories,74.8,5,374,18.7,392.65,19,Cash,1/10/2019,January,Thursday,11:34:00 AM,Morning,4.9,Average
704-20-4138,Member,Female,C,Naypyitaw,Health and beauty,29.7,7,207.7,10.38,218.07,10,Credit card,3/11/2019,March,Monday,6:58:00 PM,Evening,8.1,Very Good
787-15-1757,Member,Male,C,Naypyitaw,Health and beauty,44.1,4,176.3,8.81,185.09,9,Ewallet,2/18/2019,February,Monday,4:28:00 PM,Evening,8.4,Very Good
649-11-3678,Normal,Female,C,Naypyitaw,Food and beverages,22.9,9,206.4,10.32,216.69,10,Cash,2/26/2019,February,Tuesday,8:26:00 PM,Night,5.5,Average
622-20-1945,Normal,Female,C,Naypyitaw,Health and beauty,39.4,1,39.4,1.97,41.39,2,Cash,1/18/2019,January,Friday,3:08:00 PM,Afternoon,8.4,Very Good
372-94-8041,Normal,Male,A,Yangon,Health and beauty,15.3,6,91.6,4.58,96.14,5,Ewallet,2/15/2019,February,Friday,6:03:00 PM,Evening,9.8,Very Good
563-91-7120,Normal,Female,A,Yangon,Fashion accessories,61.8,5,308.8,15.44,324.29,15,Cash,3/8/2019,March,Friday,1:21:00 PM,Afternoon,6.7,Good
746-54-5508,Normal,Male,A,Yangon,Home and lifestyle,21.5,6,129.1,6.46,135.58,6,Credit card,1/17/2019,January,Thursday,12:48:00 PM,Afternoon,9.4,Very Good
276-54-0879,Normal,Male,B,Mandalay,Sports and travel,97.7,4,391,19.55,410.51,20,Ewallet,3/12/2019,March,Tuesday,7:53:00 PM,Evening,6.4,Good
815-11-1168,Member,Male,A,Yangon,Food and beverages,99.8,5,498.9,24.94,523.84,25,Cash,3/9/2019,March,Saturday,7:09:00 PM,Evening,5.4,Average
719-76-3868,Member,Male,C,Naypyitaw,Food and beverages,94.3,4,377,18.85,395.89,19,Cash,3/12/2019,March,Tuesday,4:30:00 PM,Evening,8.6,Very Good
730-61-8757,Member,Male,B,Mandalay,Health and beauty,51.1,4,204.5,10.23,214.75,10,Credit card,1/25/2019,January,Friday,10:11:00 AM,Morning,4,Average
340-66-0321,Member,Male,A,Yangon,Electronic accessories,36.4,4,145.4,7.27,152.71,7,Cash,3/25/2019,March,Monday,1:07:00 PM,Afternoon,7.6,Good
868-81-1752,Normal,Male,B,Mandalay,Home and lifestyle,22,9,198.2,9.91,208.09,10,Cash,2/7/2019,February,Thursday,6:48:00 PM,Evening,6.8,Good
634-97-8956,Normal,Male,A,Yangon,Food and beverages,32.9,3,98.7,4.93,103.64,5,Credit card,2/17/2019,February,Sunday,5:27:00 PM,Evening,9.1,Very Good
566-71-1091,Normal,Male,A,Yangon,Fashion accessories,77,5,385.1,19.26,404.36,19,Cash,2/3/2019,February,Sunday,3:59:00 PM,Afternoon,5.5,Average
442-48-3607,Member,Male,A,Yangon,Food and beverages,23.5,2,47,2.35,49.31,2,Credit card,3/14/2019,March,Thursday,11:21:00 AM,Morning,7.9,Good
835-16-0096,Member,Male,C,Naypyitaw,Sports and travel,14.7,5,73.5,3.68,77.18,4,Ewallet,3/24/2019,March,Sunday,1:48:00 PM,Afternoon,8.5,Very Good
527-09-6272,Member,Female,A,Yangon,Electronic accessories,28.4,5,142.2,7.11,149.36,7,Credit card,3/21/2019,March,Thursday,10:17:00 AM,Morning,9.1,Very Good
898-04-2717,Normal,Male,A,Yangon,Fashion accessories,76.4,9,687.6,34.38,721.98,34,Ewallet,3/19/2019,March,Tuesday,3:49:00 PM,Afternoon,7.5,Good
692-27-8933,Normal,Female,B,Mandalay,Sports and travel,58,6,347.7,17.39,365.08,17,Cash,2/24/2019,February,Sunday,1:02:00 PM,Afternoon,5.2,Average
633-09-3463,Normal,Female,C,Naypyitaw,Electronic accessories,47.6,3,143,7.15,150.1,7,Credit card,3/28/2019,March,Thursday,12:58:00 PM,Afternoon,9.5,Very Good
374-17-3652,Member,Female,B,Mandalay,Food and beverages,42.8,9,385.4,19.27,404.65,19,Credit card,2/5/2019,February,Tuesday,3:26:00 PM,Afternoon,8.9,Very Good
378-07-7001,Member,Male,B,Mandalay,Electronic accessories,48.1,3,144.3,7.21,151.48,7,Credit card,2/10/2019,February,Sunday,6:23:00 PM,Evening,7.8,Good
433-75-6987,Member,Female,B,Mandalay,Health and beauty,56,7,391.8,19.59,411.38,20,Ewallet,3/5/2019,March,Tuesday,7:06:00 PM,Evening,8.9,Very Good
873-95-4984,Member,Female,B,Mandalay,Health and beauty,76.9,7,538.3,26.92,565.22,27,Cash,2/15/2019,February,Friday,8:21:00 PM,Night,7.7,Good
416-13-5917,Normal,Female,C,Naypyitaw,Food and beverages,97,5,485.2,24.26,509.41,24,Ewallet,1/30/2019,January,Wednesday,4:24:00 PM,Evening,9.3,Very Good
150-89-8043,Normal,Male,A,Yangon,Sports and travel,44.6,3,134,6.7,140.65,7,Cash,2/14/2019,February,Thursday,3:04:00 PM,Afternoon,6.2,Good
135-84-8019,Normal,Female,A,Yangon,Fashion accessories,77.9,9,701.4,35.07,736.44,35,Ewallet,2/27/2019,February,Wednesday,4:10:00 PM,Evening,7.6,Good
441-94-7118,Member,Male,A,Yangon,Electronic accessories,72,1,72,3.6,75.55,4,Cash,2/4/2019,February,Monday,12:14:00 PM,Afternoon,7.3,Good
725-96-3778,Member,Female,C,Naypyitaw,Home and lifestyle,89.2,8,714,35.7,749.7,36,Cash,1/20/2019,January,Sunday,10:13:00 AM,Morning,4.7,Average
531-80-1784,Normal,Male,A,Yangon,Electronic accessories,26,7,182.1,9.11,191.25,9,Cash,3/28/2019,March,Thursday,5:38:00 PM,Evening,5.1,Average
400-45-1220,Normal,Female,B,Mandalay,Health and beauty,13.5,10,135,6.75,141.75,7,Credit card,2/27/2019,February,Wednesday,11:06:00 AM,Morning,4.8,Average
860-79-0874,Member,Female,C,Naypyitaw,Fashion accessories,99.3,10,993,49.65,1042.65,50,Credit card,2/15/2019,February,Friday,2:53:00 PM,Afternoon,6.6,Good
834-61-8124,Normal,Male,A,Yangon,Electronic accessories,51.7,7,361.8,18.09,379.92,18,Cash,1/26/2019,January,Saturday,6:22:00 PM,Evening,5.5,Average
115-99-4379,Member,Female,B,Mandalay,Fashion accessories,54.7,7,383.1,19.16,402.27,19,Credit card,3/14/2019,March,Thursday,7:02:00 PM,Evening,8.5,Very Good
565-67-6697,Member,Male,B,Mandalay,Home and lifestyle,27,9,243,12.15,255.15,12,Cash,3/2/2019,March,Saturday,2:16:00 PM,Afternoon,4.8,Average
320-49-6392,Normal,Female,C,Naypyitaw,Electronic accessories,30.2,1,30.2,1.51,31.75,2,Cash,3/4/2019,March,Monday,3:44:00 PM,Afternoon,8.4,Very Good
889-04-9723,Member,Female,B,Mandalay,Food and beverages,89.1,4,356.6,17.83,374.39,18,Credit card,1/7/2019,January,Monday,12:20:00 PM,Afternoon,7.8,Good
632-90-0281,Normal,Female,C,Naypyitaw,Fashion accessories,37.6,10,375.5,18.77,394.28,19,Credit card,3/8/2019,March,Friday,8:01:00 PM,Night,9.3,Very Good
554-42-2417,Normal,Female,C,Naypyitaw,Sports and travel,95.4,10,954.4,47.72,1002.12,48,Cash,1/9/2019,January,Wednesday,1:45:00 PM,Afternoon,5.2,Average
453-63-6187,Normal,Male,B,Mandalay,Electronic accessories,27.5,3,82.5,4.12,86.62,4,Ewallet,3/1/2019,March,Friday,3:40:00 PM,Afternoon,6.5,Good
578-80-7669,Normal,Male,B,Mandalay,Sports and travel,75,1,75,3.75,78.72,4,Cash,3/16/2019,March,Saturday,4:58:00 PM,Evening,5.6,Average
612-36-5536,Member,Male,A,Yangon,Food and beverages,81,8,647.7,32.38,680.06,32,Credit card,2/17/2019,February,Sunday,11:12:00 AM,Morning,7.4,Good
605-72-4132,Normal,Female,C,Naypyitaw,Food and beverages,94.5,8,755.8,37.79,793.55,38,Cash,2/27/2019,February,Wednesday,3:12:00 PM,Afternoon,9.1,Very Good
471-41-2823,Normal,Male,C,Naypyitaw,Food and beverages,99.8,2,199.6,9.98,209.56,10,Ewallet,3/7/2019,March,Thursday,8:37:00 PM,Night,8,Very Good
462-67-9126,Normal,Male,A,Yangon,Home and lifestyle,73.2,6,439.3,21.97,461.29,22,Cash,1/21/2019,January,Monday,5:44:00 PM,Evening,7.2,Good
272-27-9238,Normal,Female,C,Naypyitaw,Food and beverages,41.2,4,165,8.25,173.21,8,Cash,2/19/2019,February,Tuesday,4:23:00 PM,Evening,7.1,Good
834-25-9262,Normal,Female,C,Naypyitaw,Fashion accessories,81.7,4,326.7,16.34,343.06,16,Cash,1/6/2019,January,Sunday,12:12:00 PM,Afternoon,9.1,Very Good
122-61-9553,Normal,Female,C,Naypyitaw,Electronic accessories,51.3,9,461.9,23.09,484.97,23,Cash,3/14/2019,March,Thursday,7:33:00 PM,Evening,5.6,Average
468-88-0009,Member,Male,A,Yangon,Home and lifestyle,65.9,4,263.8,13.19,276.95,13,Cash,3/24/2019,March,Sunday,10:29:00 AM,Morning,6,Good
613-59-9758,Normal,Female,C,Naypyitaw,Sports and travel,14.4,10,143.6,7.18,150.78,7,Cash,1/27/2019,January,Sunday,2:28:00 PM,Afternoon,5.4,Average
254-31-0042,Member,Male,A,Yangon,Electronic accessories,21.5,9,193.5,9.68,203.18,10,Credit card,3/6/2019,March,Wednesday,12:46:00 PM,Afternoon,7.8,Good
201-86-2184,Member,Female,B,Mandalay,Electronic accessories,26.3,7,183.8,9.19,193.01,9,Cash,2/2/2019,February,Saturday,7:40:00 PM,Evening,9.9,Very Good
261-12-8671,Normal,Female,B,Mandalay,Fashion accessories,61,2,121.9,6.1,128.02,6,Credit card,1/25/2019,January,Friday,7:39:00 PM,Evening,4.9,Average
730-70-9830,Normal,Female,C,Naypyitaw,Home and lifestyle,70.1,6,420.7,21.03,441.69,21,Ewallet,3/14/2019,March,Thursday,5:54:00 PM,Evening,5.2,Average
382-25-8917,Normal,Male,C,Naypyitaw,Fashion accessories,42.1,6,252.5,12.62,265.1,13,Cash,1/29/2019,January,Tuesday,12:25:00 PM,Afternoon,8.9,Very Good
422-29-8786,Normal,Female,A,Yangon,Home and lifestyle,67.1,5,335.4,16.77,352.22,17,Credit card,1/3/2019,January,Thursday,4:47:00 PM,Evening,9.1,Very Good
667-23-5919,Member,Female,A,Yangon,Fashion accessories,96.7,5,483.5,24.18,507.68,24,Ewallet,1/14/2019,January,Monday,12:52:00 PM,Afternoon,7,Good
843-01-4703,Member,Female,B,Mandalay,Home and lifestyle,35.4,9,318.4,15.92,334.34,16,Credit card,1/5/2019,January,Saturday,7:50:00 PM,Evening,9.6,Very Good
743-88-1662,Normal,Male,C,Naypyitaw,Sports and travel,95.5,7,668.4,33.42,701.85,33,Ewallet,2/22/2019,February,Friday,6:17:00 PM,Evening,8.7,Very Good
595-86-2894,Member,Male,C,Naypyitaw,Fashion accessories,97,4,387.9,19.4,407.32,19,Ewallet,2/6/2019,February,Wednesday,5:20:00 PM,Evening,9.4,Very Good
182-69-8360,Normal,Female,B,Mandalay,Electronic accessories,23.6,4,94.6,4.73,99.33,5,Credit card,1/30/2019,January,Wednesday,1:32:00 PM,Afternoon,4,Average
289-15-7034,Member,Male,A,Yangon,Sports and travel,82.3,4,329.3,16.47,345.79,16,Credit card,1/11/2019,January,Friday,10:37:00 AM,Morning,7.5,Good
462-78-5240,Normal,Female,C,Naypyitaw,Electronic accessories,26.6,2,53.2,2.66,55.88,3,Cash,3/19/2019,March,Tuesday,2:35:00 PM,Afternoon,4.2,Average
868-52-7573,Normal,Female,B,Mandalay,Food and beverages,99.7,5,498.4,24.92,523.37,25,Cash,1/14/2019,January,Monday,12:09:00 PM,Afternoon,9.9,Very Good
153-58-4872,Member,Female,C,Naypyitaw,Food and beverages,74.9,4,299.6,14.98,314.54,15,Ewallet,3/1/2019,March,Friday,3:32:00 PM,Afternoon,4.2,Average
662-72-2873,Normal,Female,A,Yangon,Food and beverages,40.9,5,204.7,10.24,214.94,10,Ewallet,1/6/2019,January,Sunday,1:58:00 PM,Afternoon,9.9,Very Good
525-88-7307,Member,Male,B,Mandalay,Sports and travel,75.8,1,75.8,3.79,79.61,4,Cash,1/31/2019,January,Thursday,1:19:00 PM,Afternoon,5.8,Average
689-16-9784,Normal,Male,C,Naypyitaw,Food and beverages,46.8,6,280.6,14.03,294.65,14,Cash,3/11/2019,March,Monday,1:37:00 PM,Afternoon,6,Good
725-56-0833,Normal,Female,A,Yangon,Health and beauty,32.3,10,323.2,16.16,339.36,16,Credit card,2/20/2019,February,Wednesday,4:49:00 PM,Evening,10,Very Good
394-41-0748,Member,Female,C,Naypyitaw,Fashion accessories,54.1,9,486.6,24.33,510.96,24,Ewallet,1/27/2019,January,Sunday,2:55:00 PM,Afternoon,9.5,Very Good
596-42-3999,Normal,Male,B,Mandalay,Food and beverages,18.2,7,127.5,6.38,133.92,6,Credit card,3/10/2019,March,Sunday,2:04:00 PM,Afternoon,6.6,Good
541-89-9860,Member,Female,C,Naypyitaw,Fashion accessories,80.5,3,241.4,12.07,253.51,12,Cash,2/15/2019,February,Friday,12:31:00 PM,Afternoon,8.1,Very Good
173-82-9529,Normal,Female,B,Mandalay,Fashion accessories,38,10,379.5,18.98,398.48,19,Cash,1/26/2019,January,Saturday,2:51:00 PM,Afternoon,9.7,Very Good
563-36-9814,Member,Male,A,Yangon,Electronic accessories,76.8,1,76.8,3.84,80.66,4,Ewallet,2/13/2019,February,Wednesday,6:27:00 PM,Evening,7.2,Good
308-47-4913,Member,Female,A,Yangon,Sports and travel,52.3,10,522.6,26.13,548.73,26,Credit card,3/9/2019,March,Saturday,12:45:00 PM,Afternoon,6.2,Good
885-17-6250,Normal,Female,A,Yangon,Health and beauty,79.7,1,79.7,3.99,83.73,4,Ewallet,3/6/2019,March,Wednesday,10:36:00 AM,Morning,7.3,Good
726-27-2396,Normal,Female,A,Yangon,Health and beauty,77.5,5,387.5,19.38,406.88,19,Ewallet,1/24/2019,January,Thursday,8:36:00 PM,Night,4.3,Average
316-01-3952,Normal,Female,A,Yangon,Food and beverages,54.3,5,271.4,13.57,284.92,14,Ewallet,3/13/2019,March,Wednesday,2:16:00 PM,Afternoon,4.6,Average
760-54-1821,Normal,Male,B,Mandalay,Home and lifestyle,13.6,9,122.3,6.12,128.43,6,Cash,3/15/2019,March,Friday,10:26:00 AM,Morning,5.8,Average
793-10-3222,Member,Female,B,Mandalay,Health and beauty,41.1,6,246.4,12.32,258.68,12,Credit card,3/5/2019,March,Tuesday,1:30:00 PM,Afternoon,8.3,Very Good
346-12-3257,Member,Male,B,Mandalay,Electronic accessories,19.2,9,173.2,8.66,181.82,9,Cash,3/4/2019,March,Monday,4:28:00 PM,Evening,8,Very Good
110-05-6330,Normal,Female,C,Naypyitaw,Food and beverages,39.4,6,236.6,11.83,248.41,12,Credit card,3/25/2019,March,Monday,8:18:00 PM,Night,9.4,Very Good
651-61-0874,Normal,Male,C,Naypyitaw,Home and lifestyle,46.2,4,184.9,9.24,194.12,9,Credit card,3/12/2019,March,Tuesday,8:04:00 PM,Night,6.2,Good
236-86-3015,Member,Male,C,Naypyitaw,Home and lifestyle,14,1,14,0.7,14.68,1,Ewallet,2/4/2019,February,Monday,1:38:00 PM,Afternoon,9.8,Very Good
831-64-0259,Normal,Female,B,Mandalay,Fashion accessories,39.8,5,198.8,9.94,208.69,10,Ewallet,2/22/2019,February,Friday,10:43:00 AM,Morning,9.6,Very Good
587-03-7455,Member,Female,C,Naypyitaw,Fashion accessories,97.8,7,684.5,34.23,718.76,34,Ewallet,2/16/2019,February,Saturday,5:30:00 PM,Evening,4.9,Average
882-40-4577,Member,Male,A,Yangon,Sports and travel,67.3,4,269,13.45,282.49,13,Credit card,1/19/2019,January,Saturday,3:28:00 PM,Afternoon,8,Very Good
732-67-5346,Normal,Male,A,Yangon,Food and beverages,13.8,5,69,3.45,72.4,3,Credit card,1/11/2019,January,Friday,7:07:00 PM,Evening,7.8,Good
725-32-9708,Member,Female,B,Mandalay,Fashion accessories,68.7,4,274.8,13.74,288.58,14,Cash,1/4/2019,January,Friday,7:01:00 PM,Evening,4.1,Average
256-08-8343,Normal,Female,A,Yangon,Home and lifestyle,56.5,4,226.1,11.31,237.43,11,Ewallet,3/4/2019,March,Monday,7:48:00 PM,Evening,5.5,Average
372-26-1506,Normal,Female,C,Naypyitaw,Fashion accessories,23.8,5,119.1,5.96,125.06,6,Ewallet,1/28/2019,January,Monday,7:24:00 PM,Evening,5.4,Average
244-08-0162,Normal,Female,B,Mandalay,Health and beauty,34.2,10,342.1,17.1,359.2,17,Cash,1/2/2019,January,Wednesday,1:00:00 PM,Afternoon,5.1,Average
569-71-4390,Normal,Male,B,Mandalay,Sports and travel,21.9,2,43.7,2.19,45.93,2,Ewallet,1/25/2019,January,Friday,2:29:00 PM,Afternoon,6.9,Good
132-23-6451,Member,Male,A,Yangon,Health and beauty,21,5,104.8,5.24,110.09,5,Cash,1/4/2019,January,Friday,1:21:00 PM,Afternoon,7.8,Good
696-90-2548,Normal,Male,A,Yangon,Sports and travel,25.8,3,77.5,3.88,81.4,4,Ewallet,3/10/2019,March,Sunday,6:55:00 PM,Evening,6.6,Good
472-15-9636,Normal,Male,A,Yangon,Home and lifestyle,50.9,8,407.4,20.37,427.81,20,Ewallet,3/22/2019,March,Friday,7:36:00 PM,Evening,9.2,Very Good
268-03-6164,Normal,Male,B,Mandalay,Health and beauty,96.1,1,96.1,4.81,100.92,5,Ewallet,1/25/2019,January,Friday,4:28:00 PM,Evening,7.8,Good
750-57-9686,Normal,Female,C,Naypyitaw,Home and lifestyle,45.4,4,181.5,9.08,190.6,9,Credit card,1/8/2019,January,Tuesday,1:48:00 PM,Afternoon,8.7,Very Good
186-09-3669,Member,Female,C,Naypyitaw,Health and beauty,81.5,1,81.5,4.08,85.59,4,Ewallet,1/22/2019,January,Tuesday,10:57:00 AM,Morning,9.2,Very Good
848-07-1692,Normal,Female,B,Mandalay,Health and beauty,57.2,2,114.4,5.72,120.16,6,Ewallet,1/12/2019,January,Saturday,5:13:00 PM,Evening,8.3,Very Good
745-71-3520,Member,Female,A,Yangon,Electronic accessories,25.2,7,176.5,8.83,185.37,9,Cash,2/4/2019,February,Monday,10:23:00 AM,Morning,8.2,Very Good
266-76-6436,Member,Female,C,Naypyitaw,Food and beverages,38.6,3,115.8,5.79,121.59,6,Ewallet,3/28/2019,March,Thursday,1:57:00 PM,Afternoon,7.5,Good
740-22-2500,Normal,Female,C,Naypyitaw,Electronic accessories,84,3,252.2,12.61,264.76,13,Cash,1/23/2019,January,Wednesday,1:29:00 PM,Afternoon,9.8,Very Good
271-88-8734,Member,Female,C,Naypyitaw,Fashion accessories,97.2,10,972.1,48.6,1020.7,49,Credit card,2/8/2019,February,Friday,1:00:00 PM,Afternoon,8.7,Very Good
301-81-8610,Member,Male,B,Mandalay,Fashion accessories,25.4,8,203.4,10.17,213.53,10,Credit card,3/19/2019,March,Tuesday,7:42:00 PM,Evening,6.7,Good
489-64-4354,Normal,Male,C,Naypyitaw,Fashion accessories,16.3,1,16.3,0.81,17.09,1,Cash,3/9/2019,March,Saturday,3:36:00 PM,Afternoon,5,Average
198-84-7132,Member,Male,B,Mandalay,Fashion accessories,40.6,9,365.5,18.27,383.76,18,Cash,1/2/2019,January,Wednesday,1:40:00 PM,Afternoon,7,Good
269-10-8440,Member,Male,A,Yangon,Health and beauty,53.2,7,372.2,18.61,390.8,19,Cash,1/21/2019,January,Monday,6:01:00 PM,Evening,8.9,Very Good
650-98-6268,Member,Female,B,Mandalay,Food and beverages,20.9,3,62.6,3.13,65.74,3,Credit card,3/20/2019,March,Wednesday,1:53:00 PM,Afternoon,8,Very Good
741-73-3559,Normal,Male,B,Mandalay,Sports and travel,67.3,5,336.4,16.82,353.17,17,Cash,2/27/2019,February,Wednesday,5:27:00 PM,Evening,6.9,Good
325-77-6186,Member,Female,A,Yangon,Home and lifestyle,90.6,10,906.5,45.32,951.82,45,Ewallet,3/8/2019,March,Friday,10:53:00 AM,Morning,7.3,Good
286-75-7818,Normal,Male,B,Mandalay,Fashion accessories,69.1,2,138.2,6.91,145.07,7,Credit card,1/31/2019,January,Thursday,7:48:00 PM,Evening,6.9,Good
574-57-9721,Normal,Male,C,Naypyitaw,Food and beverages,43.3,2,86.5,4.33,90.87,4,Ewallet,3/8/2019,March,Friday,4:53:00 PM,Evening,5.7,Average
459-50-7686,Normal,Female,A,Yangon,Electronic accessories,23.5,6,140.8,7.04,147.8,7,Ewallet,1/13/2019,January,Sunday,7:14:00 PM,Evening,6.4,Good
616-87-0016,Normal,Male,B,Mandalay,Fashion accessories,95.5,7,668.8,33.44,702.22,33,Credit card,3/9/2019,March,Saturday,2:36:00 PM,Afternoon,9.6,Very Good
837-55-7229,Normal,Female,B,Mandalay,Fashion accessories,47.4,1,47.4,2.37,49.81,2,Credit card,2/22/2019,February,Friday,6:19:00 PM,Evening,6.8,Good
751-69-0068,Normal,Male,C,Naypyitaw,Sports and travel,99.2,9,893.2,44.66,937.82,45,Ewallet,3/19/2019,March,Tuesday,7:09:00 PM,Evening,9,Very Good
257-73-1380,Member,Male,C,Naypyitaw,Sports and travel,82.9,4,331.7,16.59,348.31,17,Ewallet,1/20/2019,January,Sunday,4:51:00 PM,Evening,9.6,Very Good
345-08-4992,Normal,Male,A,Yangon,Home and lifestyle,34,6,203.9,10.2,214.14,10,Credit card,3/8/2019,March,Friday,3:37:00 PM,Afternoon,7.7,Good
549-96-4200,Member,Male,C,Naypyitaw,Food and beverages,17,4,68.2,3.41,71.57,3,Ewallet,3/8/2019,March,Friday,8:15:00 PM,Night,7,Good
810-60-6344,Normal,Female,C,Naypyitaw,Electronic accessories,40.9,8,326.9,16.34,343.22,16,Credit card,2/7/2019,February,Thursday,2:38:00 PM,Afternoon,6.5,Good
450-28-2866,Member,Male,C,Naypyitaw,Food and beverages,17.4,5,87.2,4.36,91.56,4,Cash,1/15/2019,January,Tuesday,7:25:00 PM,Evening,8.1,Very Good
394-30-3170,Member,Female,B,Mandalay,Sports and travel,88.4,8,707.4,35.37,742.81,35,Credit card,3/22/2019,March,Friday,7:35:00 PM,Evening,4.3,Average
138-17-5109,Member,Female,A,Yangon,Home and lifestyle,89.2,9,802.9,40.14,843.03,40,Credit card,1/15/2019,January,Tuesday,3:42:00 PM,Afternoon,6.5,Good
192-98-7397,Normal,Male,C,Naypyitaw,Fashion accessories,12.8,1,12.8,0.64,13.42,1,Ewallet,1/8/2019,January,Tuesday,2:11:00 PM,Afternoon,9.5,Very Good
301-11-9629,Normal,Female,A,Yangon,Sports and travel,19.1,7,133.7,6.68,140.38,7,Cash,1/15/2019,January,Tuesday,10:43:00 AM,Morning,9.7,Very Good
390-80-5128,Member,Female,B,Mandalay,Health and beauty,19.2,1,19.2,0.96,20.11,1,Credit card,1/28/2019,January,Monday,5:58:00 PM,Evening,9.5,Very Good
235-46-8343,Member,Male,C,Naypyitaw,Food and beverages,27.7,10,276.6,13.83,290.43,14,Credit card,2/14/2019,February,Thursday,11:26:00 AM,Morning,8.9,Very Good
453-12-7053,Normal,Male,C,Naypyitaw,Fashion accessories,45.7,3,137.2,6.86,144.08,7,Credit card,3/10/2019,March,Sunday,5:38:00 PM,Evening,6.5,Good
296-11-7041,Member,Female,B,Mandalay,Health and beauty,27.1,1,27.1,1.35,28.42,1,Credit card,1/12/2019,January,Saturday,8:07:00 PM,Night,5.3,Average
449-27-2918,Member,Female,B,Mandalay,Sports and travel,39.1,1,39.1,1.96,41.08,2,Credit card,3/26/2019,March,Tuesday,11:02:00 AM,Morning,9.6,Very Good
891-01-7034,Normal,Female,B,Mandalay,Electronic accessories,74.7,6,448.3,22.41,470.67,22,Cash,1/1/2019,January,Tuesday,7:07:00 PM,Evening,6.7,Good
744-09-5786,Normal,Male,B,Mandalay,Electronic accessories,22,6,132.1,6.6,138.66,7,Cash,1/2/2019,January,Wednesday,6:50:00 PM,Evening,7.6,Good
727-17-0390,Normal,Female,A,Yangon,Food and beverages,63.6,5,318,15.9,333.95,16,Ewallet,3/16/2019,March,Saturday,12:43:00 PM,Afternoon,4.8,Average
568-88-3448,Normal,Male,A,Yangon,Health and beauty,25,1,25,1.25,26.25,1,Ewallet,3/3/2019,March,Sunday,3:09:00 PM,Afternoon,5.5,Average
187-83-5490,Member,Male,A,Yangon,Electronic accessories,20.8,4,83.1,4.15,87.23,4,Cash,1/31/2019,January,Thursday,1:47:00 PM,Afternoon,4.7,Average
767-54-1907,Member,Female,B,Mandalay,Fashion accessories,29.6,5,147.8,7.39,155.19,7,Cash,2/13/2019,February,Wednesday,4:59:00 PM,Evening,6.9,Good
710-46-4433,Member,Female,B,Mandalay,Food and beverages,77.4,9,696.6,34.83,731.43,35,Credit card,2/15/2019,February,Friday,2:15:00 PM,Afternoon,4.5,Average
533-33-5337,Normal,Male,B,Mandalay,Electronic accessories,79.4,10,793.9,39.7,833.6,40,Cash,2/7/2019,February,Thursday,8:24:00 PM,Night,6.2,Good
325-90-8763,Member,Female,C,Naypyitaw,Electronic accessories,46.6,10,465.7,23.28,488.98,23,Cash,1/27/2019,January,Sunday,1:58:00 PM,Afternoon,7.6,Good
729-46-7422,Normal,Male,C,Naypyitaw,Food and beverages,35.9,1,35.9,1.79,37.68,2,Credit card,2/23/2019,February,Saturday,4:52:00 PM,Evening,7.9,Good
639-76-1242,Normal,Male,C,Naypyitaw,Food and beverages,40.5,5,202.6,10.13,212.73,10,Cash,2/3/2019,February,Sunday,3:19:00 PM,Afternoon,4.5,Average
234-03-4040,Member,Female,B,Mandalay,Food and beverages,73,10,730.5,36.52,767.02,37,Credit card,3/3/2019,March,Sunday,12:25:00 PM,Afternoon,8.7,Very Good
326-71-2155,Normal,Female,C,Naypyitaw,Sports and travel,74,4,295.8,14.79,310.59,15,Cash,2/3/2019,February,Sunday,10:02:00 AM,Morning,6.1,Good
320-32-8842,Member,Female,C,Naypyitaw,Food and beverages,22.6,1,22.6,1.13,23.75,1,Cash,3/17/2019,March,Sunday,6:58:00 PM,Evening,6.4,Good
